ID,Name,Slug,Start Date,Primary Languages,Workload,Is Part of Specialization
zRhFMLBVEeqP6QqV6TddSw,Use SurveyMonkey to Create a Survey and Analyze Results,create-survey-analyze-results-with-surveymonkey,1593472923247,en,2 hours,False
LuXbfNnCEeq3nQoreMGNOQ,Performing Data Aggregation using SQL Aggregate Functions,performing-data-aggregation-using-sql-aggregate-functions,1597188408088,en,2 hours,False
HlPk_SAVEe2Psg5YTxx2NQ,Advanced Android Development,advanced-android-development,1660952669683,en,,False
Q7g64XUHEeuBTg7vUdMe9w,Оценка облигаций,bonds-fixed-income-mathematics-ru,1614361331044,ru,2 часа,False
YnC4qHR6Ee2hYgoC8bKiUw,Machine Learning in the Enterprise - Français,machine-learning-in-enterprise-fr,1672787434061,en,"3 weeks of study, 5-7 hours per week",False
WWXTH4D5Eeyg9hKH5WRuwQ, Microsoft Excel إنشاء جدول اجتماع باستخدام ,microsoft-excel-iinsha-jadwal-ajtimae-biastikhdam,1653584471179,ar,2 hours,False
lDHhgquQEey44Q4AsVOVkw,Consulting Presentations and Storytelling,management-consulting-presentations,1657900938437,en,,False
7zPEd7ErEeyiqQr1qP1QDw,إختيار الهدف المثالي للحملات الإعلانية على Facebook,iikhtiar-alhadaf-almithalii-lilhamalat-aliielaniat-ealaa-facebook,1651244238336,ar,1 hour,False
FlptMGk3EeSiViIACw8GlA,Design: Creation of Artifacts in Society,design,1474842588486,en,,False
B6LZjKkwEeyjPxJkzIUqCw,Debugging Apps on Google Kubernetes Engine,googlecloud-debugging-apps-on-google-kubernetes-engine-8pzmb,1648672152625,en,1 hour 15 minutes,False
5sELsjzeEey2HhKRvGWgpQ,Cómo empezar con Facebook Commerce Manager,facebook-commerce,1636663047739,es,2 horas,False
ApW7zt2xEey3pBLtifjkow,Create React Forms Using Hooks,create-react-forms-using-hooks,1653928214838,en,2 hours,False
3uRPpdGFEeiElA6q2-9yxA,Researcher Management and Leadership Training,researcher-management-leadership-training,1586933748650,en,"5 weeks of study, about 3 hours/week, with several optional resources for your interest.",False
j-zL7CvgEemV_A4t3mTtWg,Introduction to Enterprise Computing,introduction-enterprise-computing,1567546841484,en,"3 weeks of study,  2-3 hours/week",False
xpDmwnYyEeyrDAqvINCGXQ,الأخلاقيات والثقافة ووجهات النظر العالمية,ethics-culture-and-global-perspectives-ar,1643605474428,ar,,False
728RVtH8EeyBrQ7e8kzA9w,Crea diseños de marca para tu pequeña empresa con Canva,crea-disenos-marca-pequena-empresa-canva,1652898954668,es,2 horas,False
DX6sNLStEeyQSBIjGmLcFQ,Building No-Code Apps with AppSheet: Implementation,building-no-code-apps-with-appsheet-implementation,1650566814240,en,"3 weeks of study, 3-4 hours/week.",False
rAlpSmWgEeenbhIEmtW1dA,"Modern Robotics, Course 1:  Foundations of Robot Motion",modernrobotics-course1,1523803223263,en,This course requires 4 weeks of study of approximately 3-5 hours/week.,False
cnH04NsNEeqZLA7SXwAABQ,Blockchain Evolution and Technology Concepts,blockchain-evolution-and-technology-concepts,1601930082606,en,,False
3F4Us6YgEeyjPxJkzIUqCw,University Studies for Student Veterans,university-studies-for-student-veterans,1678977098121,en,"12 weeks of study, 2-3 hours per week",False
5uXCfFu2EeSU0SIACxCMgg,Bioinformatic Methods I,bioinformatics-methods-1,1421096015614,en,12-18 hours videos and labs,False
hwvdsk86Eem0lhKc4vCNig,Social Network Analysis,social-network-analysis,1576005639598,en,"5 weeks of study, 2-5 hours/week",False
5YCz7-zMEeeMzQrhp6Bs1g,Computer Vision Basics,computer-vision-basics,1555339207762,en,,False
RdmZEakyEeyjPxJkzIUqCw,Protecting Endpoints with reCAPTCHA Enterprise,googlecloud-protecting-endpoints-with-recaptcha-enterprise-vn795,1648673032884,en,1 hour,False
h9nm7aF2EeyZ1AqPZNr0NQ,Create a Cover Letter with an Envelope using Microsoft Word,create-a-cover-letter-with-an-envelope-using-microsoft-word,1649370837270,en,2 hours,False
rajsT7UJEeWl_hJObLDVwQ,剪辑：像编剧一样剪辑,jian-ji,1459465663004,zh,"5 周课程, 2-4 小时/周",False
GgaxdGEfEe2obAqRvlwFGQ,التحكم في الإصدار,introduction-to-version-control-ar,1679599313404,ar,,False
aKgfVs3CEeu0KQ5V9fFcUQ,Research Methodologies,research-methodologies,1652458144107,en,20 hours (4 hours per week)  ,False
lfKT5sS3EeWhPQ55lNYVVQ,From Climate Science to Action,climate-science,1462810844656,en,,False
fd3ZQRthEeqQJw6Wlm3hnw,Analyze Box Office Data with Seaborn and Python,analyze-data-seaborn-python,1582082440897,en,2 hours,False
lo08qFSsEe2HYQ674WURew,Material Jetting and Stereolithography,material-jetting-and-stereolithography,1680566991348,en,,False
NqCadZgsEeu10Ao71wup4w,Teaching LGBTQ+ Health,teaching-lgbtq-health,1673048940132,en,"1 week study, 2 hours",False
YGjPHOZYEeWGngqV7V698w,史記 (Shi Ji),shiji,1485109953921,zh,,False
PyySc330Eeuq6Aq4OpJMyw,Fundamentos del Management,fundamentos-del-management,1621456404130,es,3 horas por semana.,False
KlAJ6oysEeW79RIwiAyGoQ,Successful Presentation,presentation-skills,1479255226761,en,"4  weeks of study, 2 hours/week",False
aX4tZnrsEey1tgpUmO8AYQ,Translating Research to Communities ,translating-research-to-communities,1651087623554,en,,False
_ZxqNTbOEembfg4BAtxdIA,Sistemas operativos y tú: Convertirse en un usuario avanzado,sistemas-operativos,1568479388017,es,8 - 10 horas por semana,False
NqGsBS6hEeyb5BLyoVYmQQ,How to align artwork in Adobe Illustrator,align-artwork-adobe-illustrator,1645561964364,en,1 hour,False
GJT3MD6xEemL3g4W6JiGWA,Code Free Data Science,code-free-data-science,1553187483970,en,,False
POZJ3uOtEeSoXCIACw4Gzg,工程圖學 2D CAD,2d-cad,1434394468188,zh,,False
ugSnwH9hEeSiIiIAC3lQMQ,Çok değişkenli Fonksiyon II: Uygulamalar / Multivariable Calculus II: Applications,calculus-diferansiyel-hesap,1418764922399,tr,9 hours per module,False
rc5KG0aUEeWG1w6arGoEIQ,Accounting Analytics,accounting-analytics,1452300586134,en,"4 weeks, 3 -5 hours per week",False
6PDox6CMEeusZgqdsPxIhw,تصميم مواد تكميلية وموثقة للدورة التدريبية الرقمية على كانفا,design-digital-course-collateral-using-canva-ar,1619458170821,ar,2 hours,False
3V7A7fx8Eeqs-A6tzMXDyw,Programando un blockchain básico con Javascript,blockchain-javascript,1601264981548,es,60 minutos,False
OpMk9L5nEeepKw4CZoGWJA,Getting Started With Application Development,getting-started-app-development,1511806751639,en,"1 week of study, 8-10 hours/week",False
DBqDhXrGEey1tgpUmO8AYQ,Continuous Delivery and Release Pipelines with Azure DevOps,continuous-delivery-release-pipelines-azure-devops,1645567572550,en,2 hours,False
HOpuOakxEeywagovoAKHOQ,Protecting Data with NetApp Cloud Manager & Cloud Volumes ONTAP for Google Cloud,googlecloud-protecting-data-with-netapp-cloud-manager-cloud-volumes-ontap-iojct,1648764703320,en,1 hour 30 minutes,False
gpAI9GK4EeWFkQ7sUCFGVQ,Municipal Solid Waste Management in Developing Countries,solid-waste-management,1456157441110,en,"5 weeks of study, 4-6 hours/week",False
60eALRzmEeyj2Qq8cOKkHw,كابستون: تطبيق إدارة المشروعات في العالم الحقيقي,applying-project-management-in-the-real-world-arabic,1653320798080,ar,,False
7vsRodoREeetQAqJ6u44Wg,FinTech Foundations and Overview,fintech,1526272866079,en,"7 hours of videos in total, plus a final project requiring about 5 hours to complete.",False
E-Vbg7q_EeupsAq4ot0YUQ,Promouvoir votre marque sur les réseaux sociaux avec BeFunky,promouvoir-marque-reseaux-sociaux-befunky,1623868750434,fr,2 heures,False
AW_qutKPEeux6ApRYvYN1w,"Extract, Transform, and Load Data",extract-transform-and-load-data,1634311043240,en,"3 weeks of study, 1–3 hours per week",False
sKN3F-NrEeqdwhKNflHjeQ,Управление рисками проекта и изменениями,project-risk-management-ru,1613058028519,ru,"4 weeks of study, 2-3 hours/week",False
eI2JeEmyEeuN9A5_DsIBjQ,مقدمة في التسويق عبر وسائل التواصل الاجتماعي,moqaddima-fi-al-tasweeq-aabr-wasael-al-tawasol-al-ijtimai,1617832083024,ar,5 أسابيع من الدراسة، 5-6 ساعات / أسبوعيًا,False
rHiQE2gqEeyxLxJK4mLviw,Choisissez une publication basée sur l'engagement avec Facebook pour les entreprises,choisissez-une-publication-basee-sur-l-engagement-avec-facebook-pour-entreprises,1653519502391,fr,2 heures,False
Zt9u1Mi4Ee2XXwqx_-522w,Emerging Markets - Jagdish Sheth,emerging-markets,1682945884764,en,,False
EdVH6_JIEeyxiRKaoDccyw,Storying the Self: Telling our Stories,storying-the-self-telling-our-stories,1664294889090,en,"Three weeks of study, 3-5hours/week",False
G4fjuwc6Eeua6xJHsC5tyw,Graphic design: create simple customised patterns using Gimp,customised-patterns-using-gimp,1606148718447,en,1 hour,False
0vC4fJutEeqItQqrNcNmCw,Business Transformation with Google Cloud en Français,business-transformation-google-cloud-fr,1594271074012,fr,"Une semaine d'étude, cinq à huit heures par semaine",False
tre-phoAEeyZ9BL8TB78QQ,Automize Monthly Report Creation with Power Automate,automize-monthly-report-creation-power-automate,1633706944909,en,90 minutes,False
4EOwdnX9EeuG_xLe4EWIOw,Advanced AI Techniques for the Supply Chain,advanced-ai-techniques-for-the-supply-chain,1626638213106,en,"3 weeks of study, 3-5 hours per week",False
JXYieEW8EeyDww6AVbEsWw,Introducción a Microsoft Word,intro-microsoft-word,1640836371806,es,1.5 horas,False
zhUzKhyAEeyguw70hCEltQ,Erstelle eine Facebook Gruppe,erstelle-facebook-gruppen,1632958478311,de,2 Stunden,False
Kzg9QkDxEeWZtA4u62x6lQ,Music and Social Action,music-and-social-action,1456120207596,en,"7 weeks of study, 2-3 hours/week",False
Q7tiH6CiEeiTHQqmhTjSDA,Interventions and Calibration,interventions-and-calibration,1587601051870,en,,False
r2017VrTEemLEw4J_47EwA,Cybersecurity Compliance Framework & System Administration,cybersecurity-compliance-framework-system-administration,1569257823411,en,,False
7sNP37xrEeiL4Q6DgrZ6DA,Natural Language Processing on Google Cloud,sequence-models-tensorflow-gcp,1539627433129,en,,False
rS28ZxGNEe26hQ4jkCdYhQ,Créer un tableau de bord d'analyse marketing à l'aide de Hubspot,creer-un-tableau-de-bord-d-analyse-marketing-a-l-aide-de-hubspot,1660578837231,fr,2 heures,False
tEqImn2kEeWb-BLhFdaGww,Pro Tools Basics,protools,1455311734103,en,,False
XjCpLoBIEeu22Qr64xhNcQ,Нахождение инвестиционной альфы,seeking-investment-alpha-ru,1615780647988,ru,2 часа,False
CVJg1EYkEeejjw678ALX-g,Design Patterns,design-patterns,1504539796689,en,"Four weeks of study, 5 – 8 hours/week",False
CJlO86ktEeyjPxJkzIUqCw,Bracketology with Google Machine Learning,googlecloud-bracketology-with-google-machine-learning-5ytsd,1648748515893,en,1 hour,False
yO13mkySEeW_MgoxMAgbMQ,Greening the Economy: Sustainable Cities,gte-sustainable-cities,1453147988595,en,"5 weeks of study, 5 hours/week.",False
75TPppoQEeaeaRLE7qfOBA,Positive Psychology Specialization Project: Design Your Life for Well-being,positive-psychology-project,1495350142789,en,"4 weeks of study, 2-5 hours per week.",False
d5CWKvhvEeSBSSIAC7JSBQ,VLSI CAD Part II: Layout,vlsi-cad-layout,1499625756948,en,,False
NnsavYayEeuGxgoh2tcx3w,أساسيات تحليل البيانات باستخدام بايثون وباندا,data-analysis-python-pandas-ar,1620672155242,ar,2 hours,False
up0P-a17Eeuk6gqY7Q1DAQ,Introduction to virtual networks in Microsoft Azure,introduction-to-virtual-networks-in-microsoft-azure,1620690719174,en,2 Hours,False
a3P-4LR1EeyQSBIjGmLcFQ,Création de Votre Panier E-commerce ,creation-de-votre-panier-e-commerce,1652202527594,fr,1 heure ,False
PypnGsCIEeqIWgqNFPWsWw,Introduction to Java,java-introduction,1611080046035,en,,False
baumlTm8Eeeahg4SvlLy9A,API Security on Google Cloud's Apigee API Platform,api-security-apigee-gcp,1519662180645,en,,False
XXZBGc97EeufchLeGgZGZQ,Relational Database Administration (DBA),relational-database-administration,1637617419532,en," 5 weeks of study, 2-4 hours / week",False
M1lJ0BrjEeui5Apx-DHBkQ,Waits in Selenium Test Automation Tool,waits-in-selenium-test-automation-tool,1604094399504,en,2 hours,False
LZZg6vhQEeWfYgqbi1xsdw,Chinese Characters for beginner 汉字,hanzi,1477679733728,zh,5-7 hours/week,False
wFc3FhwIEeyf4Ar-aygVCw,Introducción a Hootsuite,introduccion-a-hootsuite,1633635891410,es,2 hours ,False
N-oddxiMEeuyaw5Bb1iaHQ,Introduction to EDA in R,introduction-to-eda-in-r,1604084727478,en,2 hours,False
1ySOgz0YEe2C9xKboNgcdQ,Line Balancing With MILP Optimization In RStudio,line-balancing-milp-rstudio,1664895626948,en,2 hours,False
vq2XwnQ-EeWLqw7zlLhRzQ,Research Proposal: Initiating Research,research-proposal-initiating-research,1504589093627,en,"4 weeks of study, 2-5 hours/week",False
-FpKiRmcEem6cA6kboa4Lg,Copyright Law,copyright-law,1554128381608,en,"4 weeks, 3-4 hours/week",False
FjD-ZB8oEeScWCIACnuVZQ,Epidemiology: The Basic Science of Public Health,epidemiology,1412124300000,en,5.5 hours of videos and quizzes,False
6tx1Y3LiEeWxvQr3acyajw,材料力學一 (Mechanics of Materials (1)),mechanics-of-materials-1,1452548428215,zh,,False
Rm5xW9JGEe2_vw4ejszVZQ,Project Management Capstone,ibm-project-management-capstone,1681231667231,en,,False
qACP-W2QEeybxBLh3DTb8Q,Decision Making and Reinforcement Learning,dmrol,1676898371029,en,"12 weeks of study, 7-10 hours/week",False
rbpisItfEeyvPA6sg6vIAw,C++ Superpowers and More,c-superpowers-and-more,1651866684268,en,,False
8oNrB55yEem3chLmUHVycA,Inclusión social de personas con discapacidad desde un enfoque de derechos.,inclusion-social-personas-discapacidad,1565640123462,es,El alumno deberá dedicar un tiempo de 3 horas semanales,False
sO7LMq-KEeytqw64hz8ZCw,Create a Syllabus using Libre Writer,create-a-syllabus-using-libre-writer,1649459521362,en,2.5 hours,False
mwj3ASWcEeWs4gorU6Q1Yw,職場素養 (Professionalism) ,zhichang-suyang,1439324335353,zh,,False
gusjm0vYEeyXGRIPRJ5i_Q,أساسيات بروتوكول الانترنت الجيل السادس مع تقسيم الشبكات,asasiaat-ipv6-aleanuanat-walshabakat-alfareia,1639519965913,ar,ساعتين,False
ow2sS91aEeyZ0gqYTIpn5w,Introduction to UX Design MasterTrack Certificate Program,ux-design-open-content-shell,1671758505771,en,,False
8-shGkfyEeemlQrrzf9X-A,Fundamentals of Network Communication,fundamentals-network-communications,1505113425264,en,"5 weeks of study, 2-5 hours/week",False
zbYVe_jqEeun7hIsOx7cIQ,Operate Alibaba Cloud Systems and Services,alibaba-system-operator,1638806504889,en,"6 weeks of study, 5 hours a week",False
zDub1RTVEeueYA64LqU_IQ,Introduction to Korean Philosophy and Culture,introduction-to-korean-philosophy-and-culture,1614019420781,en,"4 weeks of study, 2-3 hours/week",False
NfesTYvZEeuE_RKa-eRtaQ,Crea una aplicación web con Vue.js,crea-una-aplicacion-web-con-vue-js,1617680785448,es,1 Hora,False
D-1ZBS_iEeyb5BLyoVYmQQ,Icons design for Mobile Application using Adobe Illustrator,icons-design-for-mobile-application,1643056605859,en,2 hours ,False
8MLA1GE4EeuEEgo2u-FGnQ,Object Detection Using Facebook's Detectron2,object-detection-facebook-detectron2,1613516830811,en,2 hours,False
iXhVutHqEeyS9RLEXEFb1w,Erstelle Videos für soziale Medien mit PicsArt,erstelle-videos-soziale-medien-picsart,1653929070906,de,2 Stunden,False
5hRQhN9AEeWsvwp02yXW0Q,Molecular Evolution (Bioinformatics IV),molecular-evolution,1464048024496,en,,False
ztW4ywX2Ee2FUAphC_7O7w,Business Model Canvas y Business Case en Miro,business-model-canvas-y-business-case-en-miro,1658431764596,es,2 horas,False
06EmILV2EeWq2A7HIftJ6w,Aléatoire : une introduction aux probabilités - Partie 2,probabilites-2,1454955008978,fr,2-3 hours/week,False
aMTeRCrMEeyxgAr51Gjbpw,Visualization for Statistical Analysis,visualization-for-statistical-analysis,1635367849515,en,2,False
9h_j5XEiEeWbbw5cIAKQrw,Advanced Search Engine Optimization Strategies,seo-strategies,1468861210523,en,"4-6 weeks of study, 5-7 hours/week",False
gFgfWyO6EeuYSw6LSjHEtw,R البرمجة باستخدام لغة,r-programming-ar,1615925206637,ar,,False
2gSeWoAbEeu22Qr64xhNcQ,Advertise and grow your business on Facebook with Canva,advertise-grow-business-facebook-canva,1615908683596,en,2 hours,False
llW5zlnXEeaw3QoEHqdPHw,透过摄影看世界,sheying,1475252266804,zh,预估课时和工时： 学习为期六个星期，每星期需约1-2小时的时间。,False
zLmOlIuWEeuE_RKa-eRtaQ,Google Meet - Español,google-meet-and-google-chat-es,1622221479696,es,"3 weeks of study, 6-8 hours/week",False
RFzin6ZHEe2vIArAL4DD4w,Building Relationships with Communication,buildingrelationshipswithcommunication,1676524993251,en,,False
nW1dUu13Eea2mxLTB28_VA,Strategic Innovation: Managing Innovation Initiatives,strategic-innovation-innovation-at-the-frontier,1492625128130,en,"3-4 hours a week of study, including watching videos, doing the readings, and completing assessment",False
xaYbkyBTEeWibgoGfGzczQ,4.- El Cálculo - Otros Modelos,calculo-4,1440012881356,es,5-6 horas/semana,False
yS8ezjDPEeW-zwq84wShFQ,Reason and Persuasion: Thinking Through Three Dialogues By Plato,plato-dialogues,1454456339260,en,3-4 hours/week,False
Axwi2MCtEeedJRJjt8USWA,Influencer Marketing Strategy,influencer-marketing-strategy,1537200490632,en,,False
IjAlbH3IEeWb-BLhFdaGww,Introduction to Power Electronics,power-electronics,1453703650370,en,"3 weeks of study, 1-3 hours/week",False
Z-yCHkNJEe2mHw6_tHpU9Q,Professional Selling: Step 2 - Prepare Like a High-Performer,professional-selling-step-2,1678118601572,en,,False
YpWmR28LEeulIxJCZb_vVQ,Leadership and Disruption,leadership-and-disruption,1618598376706,en,13 hours,False
SV_hEA5YEeaX4g6xdats6w,Matemáticas financieras,matematicas,1480297097008,es,,False
4jYk0e-qEeutkA6RBhqgvQ,Build ATM User Interface using Routing in Angular,build-atm-user-interface-routing-angular,1628009539019,en,2 hours,False
hZjH8QtZEeyNuxKAzhaylw,Introduction to Microsoft Excel,introduction-microsoft-excel,1631892978531,en,1.5 hours,False
0jk2ODDsEeiGpQoF2nM0eA,Professionalism in an era of change,professionalism-in-an-era-of-change,1555349132385,en,"6 weeks of study, 3-4 hours/week",False
JV2US53WEeW4xRJkiwxnYw,Rédaction de contrats,contrats,1456175551080,fr,,False
OAyrZ4C8EeaajBLtQE6fuQ,Six Sigma Tools for Improve and Control,six-sigma-improve-control,1500315180429,en,,False
AYk6ZDNVEeyTERK47a9PLQ,Créer des cartes sur Trello,creer-cartes-trello,1635514167037,fr,2 heures,False
qu8u8vqKEeSDoyIAC1CH0g,What’s Your Big Idea?,big-ideas,1435771827534,en,2-3 hours/week,False
nHq9Y2efEeexBQ7xGbB4Dg,"Afrique et mondialisation, regards croisés",afrique-mondialisation,1511082097585,fr,,False
fGx9S27FEey4uArRczA0dw,كيفية بناء ديموغرافية جمهورك المستهدف على فيسبوك,kayfiat-bina-dimughrafiat-jumhurik-almustahdaf-ealaa-facebook,1646938345171,ar,ساعتين,False
7qLSQSrDEey4dA6DVmO2QQ,مشاركة البيانات من خلال فن مؤثرات عرض التصور,share-data-through-the-art-of-visualization-arabic,1656508423395,ar,,False
kQ464l2SEeyqRw7g84MSoQ,طرق تقييم الشركات | Business Valuation Approaches,business-valuation-approaches,1652265190424,ar,1 أسبوع دراسة، 1 - 2 ساعات/ أسبوع,False
3Fbjo3_FEe2MDA4NmZ7FXQ,재생 에너지: 기본 원칙 및 일자리 창출,renewable-energy-fundamentals-ko,1679614348945,ko,,False
Rdn9ByChEey1uRLrSkRGzw,Innovating with Data and Google Cloud en Français,innovating-with-data-google-cloud-fr,1637621197180,en,"1 week of study, 3-4 hours/week",False
YXDFz6KXEeWM5RIHOLu8Dw,Chemerinsky on Constitutional Law - The Structure of Government,chemerinsky-on-constitutional-law-structure-of-government,1477321245740,en,,False
E7Ud-hSZEeql5Q6gbn1wnw,Vozes da Mudança Social,vozes-da-mudanca-social,1582501764680,pt," 5 semanas de estudo, 1-2 horas por semana.",False
cvZHh-n6EeqTzBKilmbQoQ,Create and Design Digital Products using Canva,create-design-digital-products-canva,1598904490378,en,2 hours,False
2prtDtPREeWh-hLKMaYc3w,Introdução ao Controle de Sistemas,controle,1456535001047,pt,,False
jqT6nrHfEeiG4w7I1UJuRA,Branding and Customer Experience,branding-and-cx,1544820107272,en,2-3 hours/week,False
funIV-vwEeqAUQ6akpjdKQ,Creating Interactive Learning Videos with Edpuzzle,creating-interactive-learning-videos-edpuzzle,1599064091157,en,1 Hour,False
CfHR4U6yEeuZGAr_TcQGiQ,Introduction to Text Classification in R with quanteda,text-classification-in-r,1611764753055,en,2 hours,False
B5KAz1mLEeufpw6SmrNCpQ,"Fandom, Community, and Identity in Popular Music",fandom-community-identity-popular-music,1620065653772,en,"A few hours a week, flexible",False
SxXuFKkyEeyjPxJkzIUqCw,Build an End-to-End Data Capture Pipeline using Document AI,googlecloud-build-an-end-to-end-data-capture-pipeline-using-document-ai-wiisg,1648673268401,en,1 hour,False
k1EoDdm3EeWpMxLJs6PspQ,Proyecto de Fundamentos Empresariales de Wharton,wharton-proyecto-final-empresariales,1491666698166,es,,False
yHvuv3ZLEei_sRJ3tviPRg,Continuous Delivery & DevOps ,uva-darden-continous-delivery-devops,1539587073557,en,"3 weeks of study, 2-3 hours/week",False
gd4DmKC4EeyUAw55EDxhQQ,Create a fundraising page on KissKissBankBank,create-fundraising-page-kisskissbankbank,1647619266979,en,1 hour,False
55uZwJFTEeyw3RKLNRxAsw,Cómo combinar y analizar datos complejos,data-collection-analytics-project-es,1646108883157,es,,False
rocDEVGWEeuV3xJQIImqCQ,"Crea un app de Machine Learning con Spark, Synapse Analytics",app-machine-learning-spark-synapse-analytics,1610151561749,es,2 horas,False
jPEdsYhdEeughAqMzJLqTQ,Introduction to Personal Finance,personal-finance-introduction,1619366634092,en,,False
Kf3vX30IEeu3uhKhdnv_7w,Apply advanced testing for your Django web application,advanced-testing-django-web-application,1615919171286,en,2 hours,False
hlhVA9e5EeyQvgo7cUCLcw,Comment créer un entonnoir avec Facebook Analytics,comment-creer-un-entonnoir-avec-facebook-analytics,1658863506717,fr,2 heures,False
5epfT7cBEeScDCIAC9REiQ,Our Energy Future,future-of-energy,1429569012650,en,"45 hours of videos, quizzes and peer reviews",False
qqP6hnElEeWi0g6YoSAL-w,"GIS Data Formats, Design and Quality",gis-data,1459787275420,en,"4 weeks of study, 2-3 hours/week",False
I4PrIvEQEeq18hLhVDIb3w,Modalidades organizacionales ágiles en base a la Metodología Scrum,metodologia-scrum,1610655511633,es,,False
arnSxXD2EeqyghJqNT56Rw,Image Denoising Using AutoEncoders in Keras and Python ,autoencoders-image-denoising,1585588162983,en,2 hours,False
xAtyYRGQEey-mQ5gH9dQQQ,Build an Anomaly Detection Model using PyCaret,build-an-anomaly-detection-model-using-pycaret,1631474518808,en,2 hours,False
3791_tdbEeS2-SIAC4-TTw,Fundamentals of Management,fundamentals-of-management,1428113384189,en,"4-8 hours of videos, readings, and quizzes",False
NPPTTevUEeq2Pw6a-ihd1Q,Create a Boggle Word Solver using recursion in Python,boggle-python-recursion,1600362840297,en,1 hour,False
6eR54Y_nEeWF6gpQJiw6hQ,创新思维,chuangxin-siwei,1465238147011,zh,"4 周课程, 1-3 小时/周",False
VuRXs3EiEeWrAxJQXw-8PQ,Fundamentals of Visualization with Tableau,data-visualization-tableau,1471877968923,en,"4 weeks of study, 3-5 hours/week",False
Xr_oElFfEeulPAroU7-MFQ,又見大觀：《紅樓夢》中的烏托邦 (The Red Chamber Dream (3): Daguan Garden),the-red-chamber-dream-daguan-garden,1613491266832,zh,,False
ENhHCTboEeW8ZAoCexam_w,Data Analysis Tools,data-analysis-tools,1445363926225,en,,False
ie8lvNiVEeuV-w4mcWVOEw,Introduction to AWS Elastic File System,introduction-to-aws-elastic-file-system,1626110874053,en,2 hours,False
sun6mm4gEeyQuAqyaULE4w,العمل مع المكونات في تطبيق فيغما,aleamal-mae-almukawinat-fi-figma,1645652499216,ar,ساعتين,False
XvJBLJVHEea0-w59UvC4Ag,Financial Accounting Fundamentals,uva-darden-financial-accounting,1489985382033,en,"5 weeks of study, 2-3 hours/week",False
U-ltZQBvEe2xiRKaoDccyw,Mapa de empatía en Miro,mapa-de-empata-en-miro,1658070254642,es,2 horas,False
5aTJVUhVEeWJHwqqqPAooQ,Subsistence Marketplaces,subsistence-marketplaces,1460393159510,en,,False
41yk6loBEe244QqZ1Zw-dQ,Creating a Startup Company,creating-a-technology-startup-company,1673976248875,en,Six to eight hours a week for five weeks,False
A4W_GyDjEeW5Rwo0txKkgQ,Introduction to Programming with MATLAB,matlab,1461357736006,en,"9 weeks, 3-4 hours/week",False
hMem5RnjEeyf4Ar-aygVCw,Python Database Connection with MariaDB From Infosys,python-database-connection-with-mariadb-infosys,1637596488104,en,1 hour,False
HHIwfNd-Ee24zA5Eu0YNIw,Optimizing Applications Using Cloud Profiler,googlecloud-optimizing-applications-using-cloud-profiler-1sh2v,1681625859814,en,90 minutes,False
I4IHiKkpEeyxDg4ukgkVlw,Using OpenTSDB to Monitor Time-Series Data on Cloud Platform,googlecloud-using-opentsdb-to-monitor-time-series-data-on-cloud-platform-spfpj,1648744042265,en,1 hour,False
FCaOOASDEeuzYhLFIVK5hw,Diabetic Retinopathy Detection with Artificial Intelligence,retinopathy-detection-using-deep-learning,1607355087032,en,2 hours,False
_2rQV8VtEeyomwo-MdMgTQ,Get started with Microsoft Planner,get-started-microsoft-planner,1652727742453,en,90 minutes ,False
dKmtok6HEeqK1A6jODXf4w,Image Classification with CNNs using Keras,image-classification-cnn-keras,1581705082335,en,1 hour,False
9oqf53guEeqFmApiyXt5eQ,Manipulate Object Properties with C# in Unity,manipulate-object-properties-c-sharp-unity,1591658871509,en,1.5 hours,False
Tq_sjE-_EeiNBQqYqBGpZg,Google Cloud Fundamentals: Core Infrastructure en Français,gcp-fundamentals-fr,1533000105152,fr,"Une semaine de formation, six à dix heures par semaine",False
2bUbbWYPEeyxLxJK4mLviw,استراتيجيات تمركز المنتج | Product Positioning Strategies,product-positioning-strategies,1652264429242,ar,1 أسبوع دراسة، 1 - 2 ساعات/ أسبوع,False
HAa6frHpEemLFAoeawEMjg,"Fundamentals of Negotiation, with Goldman Sachs 10,000 Women",10k-women-10,1578589681076,en,5 hours/week.,False
7zlrfeNdEeafIArLeQBXwg,Python Programming Essentials,python-programming,1509386714984,en,This is a four week class with an expected workload of 5-7 hours per week.,False
fJCXLJkeEeml5wpuotDEDA,Introduction to Deep Learning & Neural Networks with Keras,introduction-to-deep-learning-with-keras,1567698889136,en,2 - 3 hours/week,False
gs0916foEeinLg4Ioj00GA,Cómputo evolutivo,computo-evolutivo,1560976100026,es,"4 semanas, 3 a 5 horas por semana.",False
yKYlJWyDEeyIUg4Qv2RsBQ,الذكاء العاطفي | Emotional Intelligence,emotional-intelligence-,1652266975316,ar,1 أسبوع دراسة، 1 - 2 ساعات/ أسبوع,False
5c6IfaauEeu5Kg4Ld8SHnQ,Principles of Public Relations,principles-of-public-relations,1628184322821,en,,False
S-Tk2dKpEeu0JA70HcoQjw,Facial Keypoint Detection with PyTorch,facial-keypoint-detection,1630601442969,en,2 hours,False
eDu3y3Q7EeWKsgrp3VnvAw,Google SEO Capstone Project,seo-project,1475503806464,en,,False
X2RyYNDOEeqhiA7L-GqZwQ,Laboratório de Programação Orientada a Objetos - Parte 1,lab-poo-parte-1,1613397929512,pt,6 semanas / 3h por semana,False
